OTU code	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	SILVA_Taxonomy
3759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir4 lineage;uncultured bacterium"
3763	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;uncultured bacterium"
3765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured bacterium"
3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Planctomycetes;OM190;uncultured bacterium"
3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;uncultured;uncultured bacterium"
3781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	12	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Porticoccus;uncultured bacterium"
3782	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	"Bacteria;Proteobacteria;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis;Mariprofundus;uncultured bacterium"
3783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella;Hahella ganghwensis"
3787	0	1	1	4	0	5	0	11	0	0	0	2	0	4	0	6	1	6	0	3	0	4	0	1	0	1	0	1	0	9	0	4	0	1	0	10	0	2	0	3	0	2	0	6	0	5	1	0	0	1	1	2	0	8	0	2	0	4	2	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
3788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Fibrobacteres;Fibrobacteria;KD2-123;uncultured bacterium"
3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured bacterium"
3793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Bacteria;Verrucomicrobia;Arctic97B-4 marine group;uncultured bacterium"
3794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	"Bacteria;Candidate division BRC1;uncultured bacterium"
3797	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Bacteria;Cyanobacteria;SubsectionI;Synechococcus;uncultured bacterium"
3798	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;uncultured bacterium"
3799	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;NPL-UPA2;uncultured organism"
3800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Bacteroidetes;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis;Prolixibacter;uncultured bacterium"
3801	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	0	0	0	0	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
3802	0	1	0	5	0	0	0	3	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	1	1	0	3	0	0	0	0	0	1	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;PAUC34f;uncultured bacterium"
3804	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopharyngis"
3805	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;Candidatus Solibacter;uncultured bacterium"
3806	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Bacteria;Acidobacteria;Acidobacteria;11-24;uncultured bacterium"
3809	0	2	0	3	3	2	0	9	0	0	1	3	0	0	1	0	0	1	0	3	0	2	0	2	0	0	0	2	0	4	1	2	0	2	0	3	1	3	0	3	1	0	0	3	0	2	1	2	1	0	1	2	0	3	0	2	0	3	0	0	"Bacteria;Acidobacteria;Acidobacteria;32-21;uncultured bacterium"
3810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	No blast hit
3811	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	1	0	1	0	3	0	2	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	3	0	0	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;BPC102;uncultured bacterium"
3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Termite Treponema cluster;uncultured Treponema sp."
3815	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Anaerococcus;uncultured bacterium"
3816	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	"Bacteria;Cyanobacteria;ML635J-21;uncultured bacterium"
3818	0	0	0	0	0	2	0	1	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	1	2	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexus sp."
3819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium"
3821	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	4	1	4	0	3	0	0	0	0	0	0	0	0	3	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
3822	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
3823	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
3824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium"
3825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured alpha proteobacterium"
3826	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;PAUC26f;uncultured bacterium"
3827	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;Order Incertae Sedis;Family Incertae Sedis;Bryobacter;uncultured bacterium"
3829	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;Order Incertae Sedis;Family Incertae Sedis;Bryobacter;uncultured bacterium"
3830	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	8	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;Candidatus Solibacter;uncultured bacterium"
3831	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Bacteria;Acidobacteria;Acidobacteria;PAUC26f;uncultured Acidobacteria bacterium"
3832	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	1	2	0	1	0	0	8	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;marine metagenome"
3833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	2	16	0	0	14	0	8	0	3	0	5	0	29	0	5	1	3	0	0	0	0	0	0	0	2	0	0	1	6	0	"Bacteria;Cyanobacteria;SHA-109;uncultured bacterium"
3834	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	1	0	7	2	1	0	1	0	3	0	4	0	3	1	2	1	1	0	2	0	0	1	2	0	0	0	0	0	"Bacteria;Cyanobacteria;SHA-109;uncultured bacterium"
3835	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	1	0	0	1	0	1	0	2	1	0	0	18	0	16	1	9	0	6	0	5	0	5	0	4	0	7	1	2	0	0	0	0	0	1	0	0	0	"Bacteria;Cyanobacteria;SHA-109;uncultured bacterium"
3836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured bacterium"
3837	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;uncultured gamma proteobacterium"
3838	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	4	0	8	0	1	1	1	0	0	0	0	0	0	0	0	1	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
3839	0	0	0	5	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
3841	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
3843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;uncultured actinobacterium"
3844	0	0	0	1	0	0	0	3	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
3845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;480-2;uncultured bacterium"
3846	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteriaceae;Solirubrobacter;uncultured bacterium"
3847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halolactibacillus;Halolactibacillus miurensis"
3848	0	0	0	1	0	1	0	2	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
3849	0	0	0	0	0	1	0	1	0	0	0	4	0	4	1	0	1	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium"
3850	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	2	0	1	0	1	0	3	0	1	0	0	0	3	0	2	0	1	0	1	0	3	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
3851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Marinicella;uncultured gamma proteobacterium"
3852	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7;uncultured bacterium"
3855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	2	0	5	0	0	2	3	1	1	0	21	0	6	0	12	1	4	2	2	2	2	0	0	0	1	0	1	1	3	2	0	"Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;uncultured bacterium"
3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Alcaligenes sp. RCT1"
3859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;TK10;uncultured bacterium"
3860	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium pseudodiphtheriticum"
3870	1	5	0	2	0	2	0	3	0	3	0	0	0	0	1	3	2	4	0	0	0	3	1	0	0	0	1	1	1	4	0	1	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	4	0	"Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);marine metagenome"
3871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	"Bacteria;Chloroflexi;JG30-KF-CM66;uncultured Chloroflexi bacterium"
3873	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Bacteria;Chloroflexi;TK10;uncultured Chloroflexus sp."
3874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Firmicutes;Clostridia;Clostridiales;OPB54;uncultured Firmicutes bacterium"
3875	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Bacteria;Chloroflexi;TK10;uncultured bacterium"
3876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera;uncultured marine bacterium"
3877	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Chloroflexi;S085;uncultured Chloroflexi bacterium"
3879	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Bacteria;Planctomycetes;Pla3 lineage;uncultured planctomycete"
3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	8	0	0	0	2	5	8	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium sp. oral clone CY024"
3881	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	1	1	4	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;PAUC34f;uncultured bacterium"
3882	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured SAR406 cluster bacterium"
3883	0	0	0	1	0	1	0	6	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0	6	0	1	0	3	0	2	0	1	0	3	0	0	0	1	0	0	0	4	0	3	0	1	1	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
3884	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	3	1	18	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	13	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
3885	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	4	0	4	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystineae;uncultured;uncultured delta proteobacterium"
3888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;uncultured gamma proteobacterium"
